# Final cluster catalogue of successfully downloaded clusters
# column 1: ID
# column 2: Name
# column 3: RA [deg]
# column 4: Dec [deg]
# column 5: cluster photometric redshift z_cl
# column 6: richness N_mem
# column 7: spectroscopic redshift of BCG (-1.0 if not available)
ID Name "RA [deg]" "Dec [deg]" z_cl Richness "BCG redshift"
1463 HSCJ133157+005535 202.987527 0.926397 0.4939 25.46 -1.0
1464 HSCJ133217-004343 203.069361 -0.728558 0.3848 16.989 0.39932
1465 HSCJ133339-013924 203.413093 -1.656717 0.2726 18.853 0.29322
1466 HSCJ133403+011259 203.510869 1.216519 0.244 27.861 0.24801
1467 HSCJ133421+004302 203.58918 0.717195 0.3231 20.293 0.31633
1468 HSCJ133423-005707 203.596875 -0.951981 0.27 35.533 -1.0
1469 HSCJ133424+005435 203.601043 0.909631 0.24 18.884 -1.0
1470 HSCJ133438-010425 203.658225 -1.073606 0.434 27.902 0.43226
1471 HSCJ133447-013704 203.694779 -1.617665 0.288 21.974 -1.0
1472 HSCJ133517+003803 203.820888 0.634185 0.39 15.138 -1.0
1473 HSCJ133641+010135 204.171656 1.026338 0.2358 15.176 -1.0
1474 HSCJ133651-002142 204.211925 -0.361687 0.4624 15.6 -1.0
1475 HSCJ133703-001535 204.262702 -0.259658 0.4313 23.828 0.44294
1476 HSCJ133708+011304 204.28336 1.217724 0.3228 22.6 0.32721
1477 HSCJ133804-001454 204.517804 -0.248205 0.2325 19.173 -1.0
1478 HSCJ133823+000144 204.596775 0.028904 0.2242 19.494 -1.0
1479 HSCJ133834-004521 204.641776 -0.755764 0.36 34.777 -1.0
1480 HSCJ133845+002240 204.686488 0.377867 0.4769 22.219 0.47734
1481 HSCJ133853-010716 204.720559 -1.121237 0.415 27.413 -1.0
1482 HSCJ133900-004730 204.750283 -0.791715 0.4208 28.601 0.42362
1483 HSCJ133920-003330 204.835125 -0.5583 0.4525 16.036 -1.0
1484 HSCJ133934-001635 204.892662 -0.276518 0.1679 36.572 0.14518
1485 HSCJ133941+003321 204.921975 0.555813 0.3208 21.397 0.32466
1486 HSCJ134009+005425 205.037382 0.90707 0.4701 15.956 0.47782
1487 HSCJ134010-012000 205.040724 -1.333383 0.352 34.656 -1.0
1488 HSCJ134010+000219 205.042178 0.03849 0.158 20.305 0.14611
1489 HSCJ134021-003601 205.089102 -0.600274 0.2609 33.297 -1.0
1490 HSCJ134058-001054 205.243216 -0.181788 0.1531 18.824 0.14355
1491 HSCJ134113-000918 205.302189 -0.155021 0.44 33.502 0.44723
1492 HSCJ134125-010231 205.355918 -1.041863 0.2862 35.259 0.2865
1493 HSCJ134208-001632 205.533423 -0.275439 0.1085 22.426 0.08862
1494 HSCJ134222-010302 205.593734 -1.050647 0.1053 15.181 0.08859
1495 HSCJ134300-002110 205.748545 -0.352876 0.4053 16.612 0.38047
1496 HSCJ134346+005845 205.943244 0.979121 0.24 16.299 0.22898
1497 HSCJ134358-011530 205.991505 -1.258311 0.3022 15.398 -1.0
1498 HSCJ134407+004641 206.028945 0.77804 0.4723 39.853 0.48006
1499 HSCJ134417-001015 206.072025 -0.170955 0.282 23.336 0.27978
1500 HSCJ134513-004216 206.305245 -0.704493 0.4926 16.469 -1.0
1501 HSCJ134515+001523 206.313791 0.256262 0.105 15.256 0.08903
1502 HSCJ134530+001341 206.373092 0.227947 0.2637 29.509 -1.0
1503 HSCJ134548-004950 206.448822 -0.830663 0.4468 35.197 0.4455
1504 HSCJ134553-004607 206.470149 -0.768747 0.1501 16.915 0.14877
1505 HSCJ134625+000534 206.604776 0.092712 0.4695 28.537 0.48365
1506 HSCJ134658-001623 206.739604 -0.272917 0.4071 23.855 0.41662
1507 HSCJ134708-003625 206.78541 -0.606974 0.4177 17.078 -1.0
1508 HSCJ134718+004127 206.823949 0.690895 0.5 53.715 3.77006
1509 HSCJ134719-012350 206.828016 -1.397341 0.4176 15.578 -1.0
1510 HSCJ134723-000445 206.845971 -0.079191 0.464 19.469 0.46733
1511 HSCJ134740+001632 206.916127 0.275572 0.489 27.031 0.50054
1512 HSCJ134752+002426 206.96472 0.40727 0.4889 24.314 0.50922
1513 HSCJ134811+010020 207.045288 1.005506 0.4502 19.049 0.47063
1514 HSCJ134842+003916 207.17322 0.654541 0.4297 37.982 0.42265
1515 HSCJ134939-001809 207.413373 -0.302535 0.252 15.674 0.2613
1516 HSCJ134949-013029 207.454161 -1.507945 0.31 19.514 0.32138
1517 HSCJ135003+004026 207.511739 0.673996 0.2505 19.589 0.26565
1518 HSCJ135020-001728 207.581756 -0.291044 0.4267 28.736 0.42634
1519 HSCJ135027-002344 207.61285 -0.395567 0.3516 29.78 0.35636
1520 HSCJ135107-003010 207.777372 -0.502786 0.434 15.142 0.42651
1521 HSCJ135108-003113 207.784835 -0.520322 0.3421 35.441 0.35614
1522 HSCJ135125-013151 207.852137 -1.530793 0.4731 27.109 0.48172
1523 HSCJ135130-004614 207.873641 -0.77056 0.3982 24.573 0.40198
1524 HSCJ135135+002631 207.896329 0.442081 0.4648 25.189 -1.0
1525 HSCJ135136+011034 207.901208 1.176235 0.3704 51.605 0.3753
1526 HSCJ135141-010632 207.92103 -1.108982 0.4286 17.41 -1.0
1527 HSCJ135145-000308 207.938118 -0.052151 0.168 15.312 0.15053
1528 HSCJ135236-010143 208.148046 -1.028512 0.1548 24.886 0.14115
1529 HSCJ135325-015332 208.353476 -1.892087 0.242 20.542 -1.0
1530 HSCJ135326+000248 208.359425 0.046652 0.122 34.045 0.1162
1531 HSCJ135351+001102 208.461805 0.183861 0.24 20.065 0.25108
1532 HSCJ135424-010239 208.600167 -1.044299 0.158 64.813 0.1474
1533 HSCJ135640+004019 209.165634 0.671851 0.4685 25.711 0.47862
1534 HSCJ135650-012735 209.207924 -1.459587 0.2034 16.072 0.19712
1535 HSCJ135659-005338 209.244847 -0.893848 0.1985 21.91 0.19576
1536 HSCJ135710-011106 209.290025 -1.185016 0.3896 56.203 0.39834
1537 HSCJ135711-013750 209.293841 -1.630537 0.1452 28.037 0.14677
1538 HSCJ135742+010011 209.426494 1.00314 0.166 17.388 0.16758
1539 HSCJ135743-013736 209.427588 -1.626561 0.2004 25.516 0.14607
1540 HSCJ135945-010309 209.939426 -1.052377 0.344 20.505 0.35343
1541 HSCJ135959+001652 209.994654 0.281214 0.172 22.206 0.16574
1542 HSCJ140022+002438 210.090507 0.41046 0.362 27.028 0.36229
1543 HSCJ140045-003110 210.186469 -0.519381 0.163 18.153 -1.0
1544 HSCJ140101+001643 210.253304 0.278629 0.478 17.917 -1.0
1545 HSCJ140134+000319 210.390362 0.055258 0.1893 16.516 0.18768
1546 HSCJ140206-003813 210.525942 -0.636964 0.4309 23.178 -1.0
1547 HSCJ140232-003223 210.635032 -0.539643 0.43 17.686 0.43434
1548 HSCJ140237+012413 210.654648 1.40358 0.2351 33.719 -1.0
1549 HSCJ140258+011411 210.742627 1.236476 0.2547 32.243 -1.0
1550 HSCJ140309-001833 210.787561 -0.309094 0.43 29.252 -1.0
1551 HSCJ140312+002503 210.800937 0.417618 0.186 29.4 0.18246
1552 HSCJ140316-004838 210.81666 -0.810693 0.3863 17.993 0.40033
1553 HSCJ140320-014447 210.832289 -1.746336 0.3807 51.471 -1.0
1554 HSCJ140329+000641 210.87287 0.1115 0.1841 26.624 0.18878
1555 HSCJ140340-002647 210.915188 -0.446349 0.1881 19.325 -1.0
1556 HSCJ140416-013658 211.068449 -1.616078 0.346 17.346 -1.0
1557 HSCJ140508-000902 211.2837 -0.150587 0.2377 26.206 0.24254
1558 HSCJ140615+010947 211.562091 1.163011 0.44 24.964 0.45619
1559 HSCJ140639+012215 211.660849 1.370703 0.3667 15.362 0.37505
1560 HSCJ140715+012242 211.814101 1.378422 0.436 29.393 0.44132
1561 HSCJ140756+012107 211.984786 1.351933 0.4413 44.544 0.45868
1562 HSCJ140806-002833 212.026012 -0.475941 0.472 16.59 0.46606
1563 HSCJ140813-011724 212.052284 -1.290047 0.258 15.309 0.26369
1564 HSCJ140831+013308 212.130524 1.552278 0.43 32.844 -1.0
1565 HSCJ140959-013223 212.497838 -1.53967 0.123 28.74 0.11586
1566 HSCJ141014+011643 212.559759 1.278512 0.154 17.005 0.14864
1567 HSCJ141021+440928 212.587775 44.157804 0.3982 15.343 0.38711
1568 HSCJ141056+003647 212.733164 0.613085 0.19 25.804 0.17838
1569 HSCJ141105-003626 212.769819 -0.607271 0.257 15.109 0.2922
1570 HSCJ141107+013206 212.778794 1.534865 0.458 23.05 -1.0
1571 HSCJ141112+434200 212.801518 43.70012 0.2971 35.305 0.30137
1572 HSCJ141123-013659 212.845312 -1.616429 0.1786 16.955 0.18293
1573 HSCJ141131-014611 212.878516 -1.769682 0.4979 18.889 0.5083
1574 HSCJ141131+442650 212.879256 44.447147 0.3189 16.998 0.32622
1575 HSCJ141134+001043 212.891355 0.178669 0.4665 17.048 0.47622
1576 HSCJ141137+010707 212.902781 1.118486 0.472 15.758 0.46403
1577 HSCJ141139+002330 212.91197 0.391798 0.144 19.898 0.14649
1578 HSCJ141147+002420 212.946007 0.405621 0.2588 24.381 0.26192
1579 HSCJ141159-005422 212.994954 -0.906058 0.356 24.043 0.35227
1580 HSCJ141200+435242 212.998877 43.878456 0.4869 15.77 -1.0
1581 HSCJ141205-010452 213.021699 -1.081055 0.1817 21.88 0.18505
1582 HSCJ141222+000437 213.090885 0.076969 0.144 19.834 0.12736
1583 HSCJ141223-004929 213.097751 -0.824676 0.1871 22.032 0.18759
1584 HSCJ141225+003844 213.103722 0.645681 0.26 21.507 0.26254
1585 HSCJ141238-003212 213.159986 -0.536632 0.3613 25.726 -1.0
1586 HSCJ141315+434010 213.314581 43.669572 0.1038 22.076 0.08759
1587 HSCJ141332+011147 213.384269 1.196425 0.2885 19.566 0.29839
1588 HSCJ141350+005209 213.459779 0.869112 0.258 26.993 0.26244
1589 HSCJ141432-002450 213.63434 -0.413833 0.144 82.206 0.13785
1590 HSCJ141442+001111 213.675347 0.186413 0.1342 33.788 0.12376
1591 HSCJ141447+431733 213.695656 43.292531 0.1545 18.212 0.13844
1592 HSCJ141514-013704 213.808266 -1.617713 0.1626 36.928 0.14959
1593 HSCJ141521-000421 213.836609 -0.07239 0.188 15.374 0.18661
1594 HSCJ141547+001709 213.946265 0.285805 0.1374 36.02 0.12548
1595 HSCJ141547-005848 213.947107 -0.98003 0.158 20.102 0.15254
1596 HSCJ141559+434258 213.99687 43.716116 0.443 17.31 0.43613
1597 HSCJ141605+442624 214.019018 44.439979 0.3925 15.353 -1.0
1598 HSCJ141614+435523 214.060227 43.922965 0.1387 15.94 0.13772
1599 HSCJ141644+003041 214.182816 0.511302 0.43 18.004 0.4353
1600 HSCJ141658+440722 214.241551 44.122649 0.454 28.676 0.45372
1601 HSCJ141707+441058 214.278296 44.182689 0.3967 19.448 0.31989
1602 HSCJ141754+432317 214.475836 43.388053 0.1095 26.621 0.10613
1603 HSCJ141828+004707 214.618437 0.785414 0.3432 18.372 0.34313
1604 HSCJ141835-013455 214.644149 -1.581824 0.2035 16.597 0.19236
1605 HSCJ141846+005345 214.690118 0.895834 0.3329 15.243 0.34752
1606 HSCJ141939+431144 214.913119 43.195434 0.216 23.471 -1.0
1607 HSCJ141951+011912 214.962817 1.320099 0.244 26.142 0.24387
1608 HSCJ142009+005923 215.036245 0.98973 0.1729 19.518 0.17067
1609 HSCJ142018+005832 215.07416 0.975523 0.3432 15.802 0.33001
1610 HSCJ142020-003502 215.08356 -0.583927 0.3156 19.059 0.32033
1611 HSCJ142032+430442 215.135226 43.078254 0.1077 18.11 0.10299
1612 HSCJ142040+005157 215.168388 0.865763 0.336 27.04 0.32843
1613 HSCJ142102+001146 215.25715 0.196 0.256 24.759 0.27757
1614 HSCJ142112-013841 215.30057 -1.64459 0.284 20.878 0.27777
1615 HSCJ142133+013739 215.389514 1.627601 0.1669 16.019 0.16117
1616 HSCJ142138+001435 215.409876 0.243119 0.4888 16.287 0.46839
1617 HSCJ142145+004938 215.438953 0.827197 0.1734 23.249 -1.0
1618 HSCJ142227+012722 215.612478 1.456019 0.2696 22.867 0.2782
1619 HSCJ142247+011348 215.696887 1.229909 0.1262 19.66 0.11726
1620 HSCJ142308-011236 215.784319 -1.209942 0.4645 17.025 0.46533
1621 HSCJ142320-003220 215.831333 -0.538935 0.2664 23.096 0.2785
1622 HSCJ142321+001222 215.836339 0.205985 0.1494 22.026 0.13958
1623 HSCJ142329-011511 215.870661 -1.252951 0.144 27.665 0.13781
1624 HSCJ142335+004718 215.893909 0.788438 0.418 22.923 0.41044
1625 HSCJ142347+005506 215.945322 0.918322 0.4804 19.486 0.47871
1626 HSCJ142409+003100 216.038517 0.516799 0.1368 15.157 0.15944
1627 HSCJ142447+012011 216.197786 1.336301 0.3006 24.54 0.30207
1628 HSCJ142450+004202 216.207591 0.700621 0.47 21.213 -1.0
1629 HSCJ142454+001503 216.225468 0.250707 0.32 32.274 0.32261
1630 HSCJ142458+010913 216.242913 1.153609 0.302 32.278 0.30425
1631 HSCJ142502-011356 216.260312 -1.232122 0.4565 16.434 0.46843
1632 HSCJ142511-012347 216.297274 -1.396526 0.4591 16.876 0.45959
1633 HSCJ142528+002016 216.365217 0.3378 0.1371 24.726 0.13433
1634 HSCJ142545+002320 216.438655 0.388944 0.3242 21.673 0.32612
1635 HSCJ142624-012657 216.601053 -1.449167 0.4601 67.653 0.45762
1636 HSCJ142634+010611 216.643407 1.103075 0.294 16.077 -1.0
1637 HSCJ142640+010637 216.665055 1.110376 0.4713 17.576 0.47495
1638 HSCJ142640+005059 216.665418 0.849861 0.1317 15.159 0.14532
1639 HSCJ142647-001752 216.695959 -0.297899 0.312 22.495 0.32967
1640 HSCJ142707+004315 216.777501 0.720774 0.2951 30.187 0.29517
1641 HSCJ142712-002742 216.80038 -0.46179 0.304 22.561 0.30639
1642 HSCJ142724+423410 216.848485 42.569492 0.128 17.655 0.12935
1643 HSCJ142724-001455 216.850344 -0.248657 0.1799 34.938 0.16266
1644 HSCJ142727+005642 216.862862 0.945099 0.279 37.84 0.29575
1645 HSCJ142813-013011 217.05259 -1.503156 0.4147 20.876 0.4132
1646 HSCJ142816+001344 217.065459 0.228803 0.296 18.53 0.29006
1647 HSCJ142818+004331 217.07506 0.72529 0.322 33.115 0.33499
1648 HSCJ142841+434134 217.171803 43.69287 0.2152 45.113 0.21361
1649 HSCJ142901-001947 217.254099 -0.329752 0.2616 18.803 -1.0
1650 HSCJ142952-000309 217.467389 -0.052374 0.44 23.936 0.44042
1651 HSCJ143003+433241 217.511039 43.544629 0.17 17.57 0.07141
1652 HSCJ143042+004903 217.675443 0.817496 0.3167 42.925 0.32203
1653 HSCJ143058-001811 217.743669 -0.30305 0.1302 17.835 0.09333
1654 HSCJ143059+002417 217.745011 0.404635 0.1321 16.126 0.13052
1655 HSCJ143103+004738 217.760688 0.793881 0.14 17.355 0.13621
1656 HSCJ143116-014235 217.817452 -1.709647 0.232 20.011 0.22063
1657 HSCJ143121-005344 217.838313 -0.895657 0.4011 71.032 0.40286
1658 HSCJ143133-011019 217.887666 -1.171862 0.4087 60.59 0.40198
1659 HSCJ143139+440019 217.912063 44.005298 0.1115 32.241 0.09571
1660 HSCJ143144-014503 217.934326 -1.750872 0.4318 19.474 -1.0
1661 HSCJ143213+441620 218.053551 44.272349 0.183 43.166 0.18013
1662 HSCJ143227+422851 218.110432 42.480932 0.38 21.148 0.37671
1663 HSCJ143230+013014 218.12409 1.503985 0.4972 16.883 0.48614
1664 HSCJ143301+002418 218.253275 0.405087 0.4687 16.366 -1.0
1665 HSCJ143320+423159 218.332559 42.532935 0.228 19.797 0.24925
1666 HSCJ143330-003214 218.373006 -0.537131 0.4 15.399 0.40216
1667 HSCJ143332-010023 218.382054 -1.006393 0.3144 18.849 0.32616
1668 HSCJ143341+005859 218.421696 0.983036 0.4835 18.628 0.48187
1669 HSCJ143345+004743 218.436254 0.795208 0.1356 21.655 0.12821
1670 HSCJ143357+425444 218.488358 42.912182 0.4167 30.188 0.41829
1671 HSCJ143409-010104 218.536981 -1.01773 0.2206 16.291 0.22632
1672 HSCJ143444+441300 218.681363 44.216659 0.1741 18.44 0.18108
1673 HSCJ143511-001736 218.797276 -0.293337 0.222 25.812 0.22055
1674 HSCJ143512-012125 218.800092 -1.356911 0.2754 24.086 0.28894
1675 HSCJ143520+441556 218.834163 44.265554 0.416 15.024 -1.0
1676 HSCJ143522+010520 218.840663 1.088951 0.5 30.138 0.48974
1677 HSCJ143524-010355 218.85018 -1.065244 0.272 27.676 0.28658
1678 HSCJ143527-002414 218.862396 -0.403956 0.29 19.649 0.28749
1679 HSCJ143538-005549 218.907708 -0.93014 0.2692 15.461 0.2862
1680 HSCJ143545+433558 218.938363 43.599574 0.2732 42.661 0.2711
1681 HSCJ143600+423549 218.998661 42.596884 0.23 17.057 0.23684
1682 HSCJ143601-000638 219.003815 -0.110442 0.1365 15.532 0.05678
1683 HSCJ143608+001631 219.032138 0.275158 0.44 16.367 -1.0
1684 HSCJ143614-001610 219.056869 -0.26934 0.2238 35.031 0.2187
1685 HSCJ143619+433218 219.078477 43.53827 0.3867 17.047 0.38357
1686 HSCJ143634-010550 219.140724 -1.097319 0.1193 21.886 0.10612
1687 HSCJ143641+004213 219.170902 0.703631 0.38 25.355 0.38235
1688 HSCJ143643-003924 219.178397 -0.65659 0.218 28.52 0.22
1689 HSCJ143646+432005 219.19128 43.334851 0.308 16.381 0.30237
1690 HSCJ143654-001458 219.223014 -0.24955 0.3341 18.563 -1.0
1691 HSCJ143720-012125 219.333989 -1.356807 0.2647 16.319 0.28527
1692 HSCJ143729+435433 219.369094 43.909247 0.1796 19.016 0.18194
1693 HSCJ143732-003024 219.384488 -0.50674 0.189 32.425 -1.0
1694 HSCJ143743+441123 219.428755 44.189617 0.18 40.093 0.18198
1695 HSCJ143744-001855 219.432337 -0.315411 0.1494 67.166 -1.0
1696 HSCJ143754+435330 219.474283 43.89154 0.222 21.555 0.22146
1697 HSCJ143819-010956 219.578398 -1.165459 0.304 23.933 0.32204
1698 HSCJ143821-012006 219.585458 -1.335021 0.3055 16.363 0.31477
1699 HSCJ143821+005308 219.589004 0.885559 0.26 20.462 -1.0
1700 HSCJ143825-014159 219.604451 -1.69964 0.39 15.964 0.40599
1701 HSCJ143842-005802 219.67677 -0.967196 0.2219 19.206 0.21551
1702 HSCJ143901-001004 219.755257 -0.167706 0.1921 22.934 0.20968
1703 HSCJ143906-003453 219.775326 -0.581318 0.2862 15.464 -1.0
1704 HSCJ143934+003153 219.892828 0.531495 0.1613 35.119 0.15003
1705 HSCJ143945-000731 219.938374 -0.125225 0.3079 28.573 0.30253
1706 HSCJ143958+000015 219.992257 0.004204 0.3007 16.686 0.30169
1707 HSCJ144011+004328 220.045458 0.724356 0.2515 19.412 0.259
1708 HSCJ144031-013732 220.130763 -1.625652 0.3088 103.526 0.32398
1709 HSCJ144046+002545 220.191959 0.429047 0.24 20.95 0.25729
1710 HSCJ144047-014151 220.1955 -1.697635 0.1368 15.134 0.13162
1711 HSCJ144102+433654 220.260091 43.615006 0.3002 22.328 0.28652
1712 HSCJ144110-014347 220.290538 -1.729655 0.3246 20.51 0.32376
1713 HSCJ144111-002754 220.294243 -0.465123 0.3863 15.391 0.4007
1714 HSCJ144119-011713 220.329388 -1.286964 0.1941 16.005 0.1831
1715 HSCJ144127-001900 220.361883 -0.316649 0.258 16.083 -1.0
1716 HSCJ144156-004951 220.484344 -0.830958 0.155 37.389 0.1429
1717 HSCJ144159+010740 220.495205 1.127771 0.379 22.478 0.37302
1718 HSCJ144217-001054 220.569773 -0.181586 0.35 25.45 0.34537
1719 HSCJ144224+001914 220.601554 0.320689 0.19 15.435 0.1784
1720 HSCJ144318+000117 220.825769 0.021467 0.256 24.001 0.24062
1721 HSCJ144327-004315 220.861936 -0.720911 0.1581 21.82 0.14986
1722 HSCJ144353-011733 220.971549 -1.29262 0.346 18.706 0.34262
1723 HSCJ144412-010029 221.050121 -1.008051 0.354 21.569 -1.0
1724 HSCJ144415+442044 221.062337 44.34543 0.4228 20.727 -1.0
1725 HSCJ144421+001129 221.087238 0.191477 0.2608 36.676 0.29324
1726 HSCJ144446-003300 221.190991 -0.55004 0.385 20.109 -1.0
1727 HSCJ144447-013301 221.195668 -1.550167 0.4279 20.993 0.42986
1728 HSCJ144520+000653 221.333539 0.114695 0.2785 35.72 0.29437
1729 HSCJ144603-004017 221.514546 -0.671316 0.2818 15.804 0.28761
1730 HSCJ144610+000248 221.543287 0.046542 0.356 20.494 0.34371
1731 HSCJ144615-014207 221.564034 -1.701965 0.37 19.871 0.38982
1732 HSCJ144622-003048 221.593635 -0.513238 0.308 16.658 0.30883
1733 HSCJ144706-003115 221.775863 -0.520854 0.352 22.414 0.34625
1734 HSCJ144712+004802 221.801523 0.80054 0.1698 23.798 0.17118
1735 HSCJ144719+424817 221.827932 42.804637 0.2238 32.127 0.22196
1736 HSCJ144719+440830 221.828247 44.141598 0.3313 43.04 -1.0
1737 HSCJ144723-011144 221.847515 -1.195475 0.1626 27.664 0.14498
1738 HSCJ144746+010652 221.940115 1.11442 0.174 17.23 0.16935
1739 HSCJ144822+002633 222.092391 0.44252 0.4292 16.44 0.43984
1740 HSCJ144830+434044 222.123778 43.67876 0.2983 17.012 0.29921
1741 HSCJ144840+001629 222.164859 0.274622 0.4249 26.284 0.44055
1742 HSCJ144913+005759 222.303287 0.966383 0.422 18.398 0.4233
1743 HSCJ144926-012347 222.356731 -1.39634 0.4645 21.258 -1.0
1744 HSCJ144938+005034 222.407554 0.842789 0.214 18.913 0.21163
1745 HSCJ144944+440937 222.431324 44.160287 0.3063 21.222 0.34024
1746 HSCJ144951+005537 222.461215 0.926827 0.4292 31.095 0.42076
1747 HSCJ144958+005109 222.491426 0.852481 0.366 49.458 0.37519
1748 HSCJ145000-001934 222.499805 -0.326057 0.246 32.8 0.252
1749 HSCJ145024+010356 222.60061 1.065612 0.418 22.596 0.42194
1750 HSCJ145030+011330 222.626049 1.224956 0.3894 18.563 0.38863
1751 HSCJ145040+441829 222.665807 44.30814 0.282 26.17 0.28625
1752 HSCJ145040+005542 222.666299 0.928461 0.4253 44.224 -1.0
1753 HSCJ145117+010048 222.822015 1.013412 0.346 16.087 0.39171
1754 HSCJ145130+423535 222.872966 42.592958 0.2036 30.916 0.20444
1755 HSCJ145134+421854 222.893398 42.314925 0.328 17.047 0.33038
1756 HSCJ145152+423249 222.966227 42.547027 0.3088 24.593 0.34853
1757 HSCJ145201+443121 223.002151 44.522563 0.271 37.65 0.28659
1758 HSCJ145220+422932 223.082926 42.492111 0.2304 17.701 0.23861
1759 HSCJ145222-005820 223.089804 -0.9722 0.3167 29.818 0.31295
1760 HSCJ145241-003417 223.170764 -0.571253 0.3055 25.73 0.31496
1761 HSCJ145249+421533 223.202284 42.259174 0.218 15.456 0.22335
1762 HSCJ145307+001813 223.278601 0.303667 0.298 15.186 0.27866
1763 HSCJ145313+423206 223.303588 42.534978 0.326 19.596 0.35346
1764 HSCJ145314+433057 223.307304 43.515841 0.2255 26.593 0.24996
1765 HSCJ145343-010921 223.428162 -1.155958 0.3023 19.195 0.29642
1766 HSCJ145359-001512 223.495287 -0.253219 0.2266 27.15 0.22928
1767 HSCJ145402+012015 223.509788 1.337576 0.1473 22.247 0.14428
1768 HSCJ145406+015844 223.526826 1.979021 0.35 22.287 0.36821
1769 HSCJ145416-000952 223.565141 -0.16439 0.1186 17.054 0.13858
1770 HSCJ145459-011457 223.747209 -1.24912 0.304 24.12 0.31442
1771 HSCJ145503+010044 223.76377 1.012239 0.297 31.124 0.32015
1772 HSCJ145514-013538 223.808607 -1.59392 0.2148 25.384 0.22789
1773 HSCJ145519+005920 223.831241 0.988883 0.462 15.119 0.47536
1774 HSCJ145522-002156 223.842818 -0.365521 0.3895 27.403 0.37437
1775 HSCJ145525+013315 223.852333 1.554126 0.3966 23.506 0.39309
1776 HSCJ145526+423949 223.858512 42.663507 0.234 23.151 0.24604
1777 HSCJ145553+015340 223.971493 1.894517 0.144 37.702 0.13767
1778 HSCJ145559+015507 223.994928 1.918481 0.2438 19.235 -1.0
1779 HSCJ145631-000605 224.129218 -0.101514 0.354 19.221 0.37689
1780 HSCJ145649+432529 224.20582 43.424806 0.356 17.295 -1.0
1781 HSCJ145650+003218 224.209062 0.538456 0.4407 35.672 0.4389
1782 HSCJ145652+013036 224.214727 1.509945 0.15 23.579 0.14501
1783 HSCJ145655+004900 224.230155 0.816712 0.3871 16.335 0.39911
1784 HSCJ145704+000659 224.264832 0.116482 0.2411 34.82 0.21569
1785 HSCJ145741+011707 224.421627 1.285382 0.4475 35.301 0.44477
1786 HSCJ145825+000636 224.606063 0.110133 0.3567 17.474 0.37723
1787 HSCJ145826+004446 224.609862 0.746226 0.4425 26.438 0.44085
1788 HSCJ145830+005549 224.624684 0.93023 0.4979 17.591 0.50695
1789 HSCJ145831-010735 224.630134 -1.1263 0.26 22.518 0.27329
1790 HSCJ145838+002851 224.660301 0.480793 0.3734 20.844 0.3766
1791 HSCJ145853+435249 224.718994 43.880344 0.2091 23.356 0.22157
1792 HSCJ145903+425954 224.764381 42.998313 0.356 27.276 0.36763
1793 HSCJ145905+433530 224.769039 43.591639 0.4597 17.37 0.45668
1794 HSCJ145908-002454 224.782195 -0.414941 0.4354 23.141 -1.0
1795 HSCJ145908+011926 224.783879 1.323798 0.448 20.168 0.43964
1796 HSCJ145914-004126 224.807372 -0.690564 0.422 28.161 0.43519
1797 HSCJ145931-011259 224.877549 -1.216443 0.4306 31.687 0.43914
1798 HSCJ145935-000021 224.896339 -0.005724 0.24 20.696 -1.0
1799 HSCJ145953+013023 224.971895 1.506514 0.426 15.145 -1.0
1800 HSCJ150003+424317 225.011504 42.721431 0.2597 17.913 0.28929
1801 HSCJ150034+015235 225.141882 1.876358 0.4275 34.821 0.41774
1802 HSCJ150046+012635 225.19118 1.443019 0.4275 15.617 0.4398
1803 HSCJ150100-002443 225.25131 -0.411911 0.4607 16.043 0.46174
1804 HSCJ150108+422428 225.2846 42.407843 0.27 24.949 0.28579
1805 HSCJ150154-011557 225.473141 -1.265812 0.396 15.468 0.41006
1806 HSCJ150251+441326 225.711282 44.223955 0.4814 21.844 0.49265
1807 HSCJ150253-000330 225.720807 -0.058334 0.3057 15.761 -1.0
1808 HSCJ150357+425427 225.988786 42.907552 0.158 22.005 0.15427
1809 HSCJ150445+434611 226.188203 43.769826 0.4232 16.432 0.43822
1810 HSCJ150629+425117 226.62202 42.854752 0.2793 19.837 0.29494
1811 HSCJ150634+440159 226.640392 44.033068 0.33 15.423 -1.0
1812 HSCJ150651+434201 226.711538 43.70035 0.352 23.342 0.3628
1813 HSCJ150658+425014 226.740923 42.837332 0.22 19.004 -1.0
1814 HSCJ150700+421353 226.748489 42.231386 0.48 16.268 0.48506
1815 HSCJ150730+423956 226.875763 42.665585 0.2128 43.285 0.217
1816 HSCJ150839+431118 227.160988 43.188276 0.1721 16.472 -1.0
1817 HSCJ150859+424925 227.247247 42.823705 0.24 19.499 0.24067
1818 HSCJ150900+430345 227.250899 43.062364 0.2701 27.78 0.29717
1819 HSCJ150915+442605 227.312081 44.434686 0.48 15.88 0.48486
1820 HSCJ150953+424231 227.47084 42.708509 0.3155 29.376 0.31287
1821 HSCJ151051+431133 227.713005 43.192636 0.1736 36.058 0.16837
1822 HSCJ151156+430629 227.982078 43.108089 0.3331 17.439 -1.0
1823 HSCJ151219+433315 228.078066 43.55413 0.2047 21.738 0.20923
1824 HSCJ151254+432243 228.223248 43.378701 0.3704 18.74 -1.0
1825 HSCJ151257+431841 228.239156 43.311473 0.2137 34.914 -1.0
1826 HSCJ151306+424953 228.273848 42.83147 0.376 57.93 -1.0
